UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND,nearest_station_id
2014124,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CARDIOCLADIUS,CARDIOCLADIUS,3556,2,1,40.4779687391896,-108.908221,RiversMajor,Region_08,NRS18_CO_10060,2019,7/16/2019,1,BETB,55.2,Fair,USR0000CDIN
2014126,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,FERRISSIA,3735,1,1,41.6284242655306,-87.17635418,RiversOther,Region_05,NRS18_IN_10030,2019,7/19/2019,1,BETB,26.03,Fair,US1INPT0059
2014127,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,ELMIDAE,3694,,,42.8281268033902,-100.1625959,RiversMajor,Region_07,NRS18_NE_10048,2019,7/18/2019,1,BETB,73.73,Good,US10keya004
2014128,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,8,1,44.9438804018079,-93.01252412,SmallStreams,Region_05,NRS18_MN_10024,2019,7/19/2019,1,BERW,24.85,Fair,US1MNRM0207
2014129,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,RHEOTANYTARSUS,RHEOTANYTARSUS,4247,2,1,44.7995597191241,-93.53311891,RiversMajor,Region_05,NRS18_MN_10015,2019,7/19/2019,1,BETB,65.77,Good,US1MNSC0058
2014130,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,11,1,43.5529842318568,-118.4666511,SmallStreams,Region_10,NRS18_OR_10232,2019,7/19/2019,1,BERW,58.77,Good,USR0000OBAL
2014131,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,HYGROBATES,HYGROBATES,3855,3,1,45.5885770633545,-94.03795065,LargeStreams,Region_05,NRS18_MN_10056,2019,7/21/2019,1,BERW,48.48,Good,US1MNBN0022
2014132,MOLLUSCA,BIVALVIA,,,,BIVALVIA,3517,2,0,,,,Region_05,NRS18_IL_10014,,7/21/2019,2,BETB,27.6,,ACW00011604
2014133,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,3658,9,1,,,,Region_01,NRS18_MA_10001,,7/21/2019,2,BETB,18.12,,ACW00011604
2014134,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,HYALELLA,3821,36,1,45.0517092468938,-105.2142902,LargeStreams,Region_08,NRS18_MT_10078,2019,7/20/2019,1,BERW,45.62,Fair,USC00240739
2014135,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,1,1,45.3850538470437,-105.3056374,RiversOther,Region_08,NRS18_MT_11020,2019,7/20/2019,1,BERW,53.95,Fair,US1MTPR0012
2014136,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ROBACKIA,ROBACKIA,4257,1,1,,,,Region_01,NRS18_NH_10001,,7/22/2019,2,BERW,38.9,,ACW00011604
2014137,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,7,1,44.582337176114,-94.2292413,LargeStreams,Region_05,NRS18_MN_10402,2019,7/22/2019,1,BERW,53.43,Good,US1MNSB0012
2014138,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6,1,35.1922898794487,-97.14230347,LargeStreams,Region_06,NRS18_OK_10006,2019,7/22/2019,1,BERW,29.33,Fair,US1OKCV0101
2014139,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,ENCHYTRAEIDAE,3697,2,1,42.1922345642208,-90.39957322,LargeStreams,Region_07,NRS18_IA_10025,2019,7/22/2019,1,BERW,19.35,Poor,US1IAJC0005
2014140,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOTENDIPES,CRYPTOTENDIPES,3628,1,1,48.5283069829881,-94.58501815,LargeStreams,Region_05,NRS18_MN_10554,2019,7/22/2019,1,BETB,35.03,Fair,USC00218763
2014141,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,HELOBDELLA,3792,,,48.655562027877,-94.98697239,SmallStreams,Region_05,NRS18_MN_10006,2019,7/21/2019,1,BERW,29.35,Fair,US1MNLW0005
2014142,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,CERATOPOGONIDAE,3566,20,0,43.4988543927495,-70.46422695,RiversOther,Region_01,NRS18_ME_10004,2019,7/22/2019,1,BETB,3.35,Poor,USC00177349
2014143,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOPELMA,CLADOPELMA,3593,1,1,38.6221823196488,-75.6254785,RiversOther,Region_03,NRS18_DE_10019,2019,7/22/2019,1,BETB,21.42,Poor,US1DESS0016
2014144,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,NAIDIDAE,4003,6,0,,,,Region_10,NRS18_ID_10002,,7/22/2019,2,BETB,23.03,,ACW00011604
2014145,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PRODIAMESA,PRODIAMESA,4193,1,1,41.5031943969698,-96.34987916,LargeStreams,Region_07,NRS18_NE_10005,2019,7/23/2019,1,BERW,35.62,Fair,USC00250348
2014146,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIUM,SIMULIUM,4281,9,1,37.5638806360176,-118.7547913,SmallStreams,Region_09,NRS18_CA_10010,2019,7/23/2019,1,BERW,82.37,Good,US1CAMN0005
2014156,ARTHROPODA,ARACHNIDA,SARCOPTIFORMES,,,SARCOPTIFORMES,4263,1,1,43.5315779406705,-74.55172604,SmallStreams,Region_02,NRS18_NY_10004,2019,7/23/2019,1,BERW,54.75,Fair,USC00306623
2014157,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENACRON,STENACRON,4309,1,1,46.3340767205958,-94.01816982,SmallStreams,Region_05,NRS18_MN_10004,2019,7/23/2019,1,BERW,67.9,Good,US1MNCW0097
2014158,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESA,DIAMESA,3654,1,1,45.0342059973391,-107.5853158,LargeStreams,Region_08,NRS18_MT_10012,2019,7/22/2019,1,BERW,97.15,Good,US1WYSH0012
2014159,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,PARANAIS,PARANAIS,4113,1,1,45.7363638353263,-107.5750151,RiversMajor,Region_08,NRS18_MT_10047,2019,7/23/2019,1,BETB,74.75,Good,USC00243124
2014160,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,27,1,46.0479432487071,-102.0506694,RiversOther,Region_08,NRS18_ND_10034,2019,7/23/2019,1,BERW,52.63,Fair,USC00328396
2014161,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,SPARBARUS,SPARBARUS,4294,2,1,39.9216424308021,-96.71631982,SmallStreams,Region_07,NRS18_KS_10120,2019,7/22/2019,1,BERW,45.42,Good,USC00141003
2014162,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,CORDULIIDAE,3614,1,1,39.9944192904794,-96.57905059,SmallStreams,Region_07,NRS18_KS_10024,2019,7/23/2019,1,BERW,40.77,Good,USC00145964
2014163,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,2,1,41.3041127496913,-92.3516684,RiversOther,Region_07,NRS18_IA_10658,2019,7/23/2019,1,BETB,62.1,Good,US1IAKK0007
2014164,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,GAMMARIDAE,3743,10,0,43.4989373449056,-70.48889328,RiversOther,Region_01,NRS18_ME_10012,2019,7/23/2019,1,BETB,3.5,Poor,USC00170593
2014165,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,HEPTAGENIIDAE,3802,2,1,43.7199129943094,-100.3152879,RiversOther,Region_08,NRS18_SD_10048,2019,7/23/2019,1,BETB,51.83,Fair,USC00390535
2014166,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,3,1,33.7211806899937,-87.27143789,SmallStreams,Region_04,NRS18_AL_10188,2019,7/24/2019,1,BERW,12.9,Poor,US1ALWK0009
2014167,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,2,1,33.8727255564127,-85.5809654,SmallStreams,Region_04,NRS18_AL_10191,2019,7/23/2019,1,BERW,71.65,Good,US1ALCN0001
2014168,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,DICRANOTA,DICRANOTA,3657,3,1,38.9255569712686,-76.64383345,SmallStreams,Region_03,NRS18_MD_10039,2019,7/24/2019,1,BERW,38.68,Poor,US1MDPG0101
2014169,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,12,1,47.2413172116773,-94.98502757,SmallStreams,Region_05,NRS18_MN_10260,2019,7/24/2019,1,BERW,45.07,Good,US1MNHB0006
2014170,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,TRIAENODES,TRIAENODES,4378,1,1,,,,Region_04,NRS18_GA_10012,,7/24/2019,2,BETB,65.7,,ACW00011604
2014171,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,1,0,41.7146240334247,-76.32307464,RiversMajor,Region_03,NRS18_PA_10027,2019,7/24/2019,1,BETB,57.27,Good,US1PABF0005
2014172,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIUM,SIMULIUM,4281,1,1,37.4714884730012,-87.11364779,RiversOther,Region_04,NRS18_KY_10041,2019,7/23/2019,1,BETB,19.98,Poor,USC00154836
2014173,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE,TAPHROMYSIS,TAPHROMYSIS,4349,2,1,,,,Region_04,NRS18_KY_10012,,7/24/2019,2,BETB,5.2,,ACW00011604
2014174,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,DRUNELLA,DRUNELLA,3676,6,1,43.0969524169814,-122.4115125,SmallStreams,Region_10,NRS18_OR_10001,2019,7/23/2019,1,BERW,52.75,Good,USS0022F45S
2014175,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,TESTUDACARUS,TESTUDACARUS,4354,,,43.3321982482268,-122.3924031,SmallStreams,Region_10,NRS18_OR_10030,2019,7/24/2019,1,BERW,29.87,Poor,USC00358536
2014176,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIUM,SIMULIUM,4281,1,1,41.1484685315679,-92.53797631,SmallStreams,Region_07,NRS18_IA_10048,2019,7/24/2019,1,BERW,6.75,Poor,USC00132541
2014177,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,ERPOBDELLA,ERPOBDELLA,3717,,,43.6220079307555,-70.86188808,LargeStreams,Region_01,NRS18_ME_10193,2019,7/24/2019,1,BERW,41.72,Fair,US1MEYK0041
2014178,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARATENDIPES,PARATENDIPES,4121,4,1,36.055031255898,-98.12901111,RiversMajor,Region_06,NRS18_OK_10057,2019,7/23/2019,1,BERW,2.38,Poor,US1OKKN0003
2014179,ARTHROPODA,INSECTA,TRICHOPTERA,LEPIDOSTOMATIDAE,LEPIDOSTOMA,LEPIDOSTOMA,3895,3,1,41.8835449261405,-115.4308766,LargeStreams,Region_09,NRS18_NV_10011,2019,7/24/2019,1,BERW,62.38,Good,USC00264037
2014180,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROPSECTRA,MICROPSECTRA,3981,36,1,42.9997291179233,-101.3749867,SmallStreams,Region_08,NRS18_SD_10244,2019,7/24/2019,1,BERW,11.45,Poor,USC00251750
2014181,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,CRYPTOCHIA,CRYPTOCHIA,3624,,,38.2711292502285,-119.3316508,SmallStreams,Region_09,NRS18_CA_10006,2019,7/24/2019,1,BERW,73.15,Good,USR0000CBR4
2014182,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,54,1,46.0526647005932,-101.4819041,RiversOther,Region_08,NRS18_ND_10017,2019,7/24/2019,1,BERW,55.67,Fair,USC00329219
2014183,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,MICROTENDIPES,3982,54,1,39.4912844353505,-74.65824516,SmallStreams,Region_02,NRS18_NJ_10009,2019,7/24/2019,1,BERW,47.72,Fair,US1NJAT0039
2014184,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,NAIDIDAE,4003,13,0,,,,Region_03,NRS18_DE_10006,,7/24/2019,2,BETB,31.77,,ACW00011604
2014185,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,NAIDIDAE,4003,12,0,40.4222993891988,-74.09782754,SmallStreams,Region_02,NRS18_NJ_10034,2019,7/25/2019,1,BERW,23.42,Poor,USC00286154
2014186,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,MICROTENDIPES,3982,17,1,41.1869332861537,-111.9922677,RiversMajor,Region_08,NRS18_UT_10025,2019,7/24/2019,1,BERW,38.35,Poor,US1UTWB0030
2014187,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,FERRISSIA,3735,,,43.0019097233364,-89.5908838,LargeStreams,Region_05,NRS18_WI_10042,2019,7/25/2019,1,BERW,27.9,Fair,US1WIDA0094
2014188,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,4,1,41.587556989147,-94.39743921,LargeStreams,Region_07,NRS18_IA_10006,2019,7/25/2019,1,BERW,49.98,Good,USC00133509
2014189,ARTHROPODA,INSECTA,ODONATA,,,ODONATA,4056,3,0,31.4852753406588,-94.59703,SmallStreams,Region_06,NRS18_TX_10254,2019,7/24/2019,1,BERW,41.28,Fair,USC00419854
2014190,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,7,0,31.5160955609542,-95.11218309,LargeStreams,Region_06,NRS18_TX_10001,2019,7/23/2019,1,BERW,55.33,Good,USC00410190
2014191,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,1,0,46.4708013229452,-98.41742325,RiversMajor,Region_08,NRS18_ND_10045,2019,7/25/2019,1,BETB,64.57,Good,USC00323665
2014192,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,HEXATOMA,HEXATOMA,3817,2,1,43.1678019348176,-123.6912637,SmallStreams,Region_10,NRS18_OR_10045,2019,7/25/2019,1,BERW,73.6,Good,USC00357112
2014193,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,4,1,47.0151908759574,-108.1650041,RiversOther,Region_08,NRS18_MT_10025,2019,7/24/2019,1,BERW,48.22,Fair,US1MTPT0001
2014194,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,HEPTAGENIIDAE,3802,4,0,46.7919300306092,-107.8371055,RiversMajor,Region_08,NRS18_MT_11470,2019,7/24/2019,1,BERW,73.22,Good,USC00245596
2014195,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOTENDIPES,CRYPTOTENDIPES,3628,2,1,33.1734555563427,-83.82379567,RiversMajor,Region_04,NRS18_GA_10010,2019,7/25/2019,1,BETB,11.33,Poor,US1GAMN0004
2014196,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,LABIOBAETIS,LABIOBAETIS,4774,3,1,,,,Region_04,NRS18_KY_10002,,7/25/2019,2,BETB,18.18,,ACW00011604
2014197,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,3658,3,1,43.3127280693346,-114.1155635,LargeStreams,Region_10,NRS18_ID_10007,2019,7/24/2019,1,BERW,37.17,Poor,USC00107040
2014198,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,SPERCHONIDAE,SPERCHON,SPERCHON,4296,1,1,37.7731997121306,-82.32323926,RiversOther,Region_04,NRS18_KY_10018,2019,7/25/2019,1,BETB,47.08,Good,USC00464816
2014199,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,ATRACTIDES,ATRACTIDES,3490,1,1,44.8992783955282,-112.2600543,LargeStreams,Region_08,NRS18_MT_10035,2019,7/25/2019,1,BERW,46.68,Fair,USS0012E07S
2014200,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,4,1,38.7772713973563,-119.7590081,LargeStreams,Region_09,NRS18_CA_10548,2019,7/25/2019,1,BERW,43.27,Fair,USC00049775
2014201,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,,MUSCIDAE,3996,2,1,46.1105894941128,-106.4503916,RiversOther,Region_08,NRS18_MT_10087,2019,7/25/2019,1,BERW,66.7,Good,USC00246440
2014202,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,GAMMARIDAE,3743,6,0,30.0037646816572,-94.2970705,SmallStreams,Region_06,NRS18_TX_10645,2019,7/25/2019,1,BERW,40.28,Poor,USC00410613
2014203,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,HELICHUS,3788,,,44.1400378482368,-70.28093883,SmallStreams,Region_01,NRS18_ME_10044,2019,7/26/2019,1,BERW,78.48,Good,US1MEAN0041
2014204,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PRODIAMESA,PRODIAMESA,4193,,,43.7664441821408,-70.76903158,SmallStreams,Region_01,NRS18_ME_10008,2019,7/25/2019,1,BERW,23.32,Poor,USC00171670
2014205,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,DERO,DERO,3646,1,1,,,,Region_08,NRS18_ND_10002,,7/26/2019,2,BETB,14.57,,ACW00011604
2014206,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LOPESCLADIUS,LOPESCLADIUS,3939,16,1,41.372929576821,-97.4436625,RiversMajor,Region_07,NRS18_NE_10052,2019,7/24/2019,1,BETB,31.68,Fair,US10plat001
2014207,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA,3846,1,1,34.2571478091619,-87.37077566,RiversOther,Region_04,NRS18_AL_10025,2019,7/25/2019,1,BETB,44.82,Fair,US1ALWN0001
2014208,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PROCLADIUS,PROCLADIUS,4191,20,1,40.8436730954301,-95.17025791,LargeStreams,Region_07,NRS18_IA_10356,2019,7/26/2019,1,BETB,23.35,Poor,USC00136119
2014209,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,BRILLIA,BRILLIA,3535,3,1,45.5316212787205,-112.1075117,LargeStreams,Region_08,NRS18_MT_10006,2019,7/26/2019,1,BERW,59.2,Good,US1MTMD0001
2014210,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,14,1,44.6575047231837,-74.00524373,SmallStreams,Region_02,NRS18_NY_10072,2019,7/28/2019,1,BERW,57.72,Good,USC00301387
2014211,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NATARSIA,NATARSIA,4008,2,1,44.1359445287538,-74.15509121,SmallStreams,Region_02,NRS18_NY_10055,2019,7/25/2019,1,BERW,28.25,Poor,USC00304520
2014212,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,1,1,46.5919233647768,-101.791832,RiversOther,Region_08,NRS18_ND_10028,2019,7/25/2019,1,BERW,50.85,Fair,USC00324091
2014213,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,26,1,47.2211637493689,-96.77776864,RiversOther,Region_05,NRS18_MN_10069,2019,7/28/2019,1,BETB,64.47,Good,US1NDTR0003
2014214,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,NECTOPSYCHE,4011,17,1,47.1513204023819,-96.84095244,RiversMajor,Region_05,NRS18_MN_10036,2019,7/28/2019,1,BETB,55.13,Good,USC00213104
2014215,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,RHEOTANYTARSUS,RHEOTANYTARSUS,4247,10,1,39.3057342283472,-87.60748238,RiversMajor,Region_05,NRS18_IN_11547,2019,7/28/2019,1,BETB,31.23,Fair,USC00127099
2014216,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,,PERLODIDAE,4141,2,0,45.9936923691118,-113.0349307,SmallStreams,Region_08,NRS18_MT_10030,2019,7/27/2019,1,BERW,59.03,Good,USC00249092
2014217,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,CINYGMULA,CINYGMULA,3590,,,45.8066941183393,-110.7093344,SmallStreams,Region_08,NRS18_MT_10120,2019,7/28/2019,1,BERW,86.77,Good,USC00245845
2014218,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,4,1,29.9916562009138,-84.74754789,LargeStreams,Region_04,NRS18_FL_10183,2019,7/29/2019,1,BETB,37.83,Poor,USC00081356
2014219,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,4112,5,1,44.4995411922583,-74.88521954,LargeStreams,Region_02,NRS18_NY_10071,2019,7/29/2019,1,BERW,68.77,Good,USC00307925
2014220,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,POLYCENTROPODIDAE,4174,1,0,43.894540778597,-116.6221557,RiversOther,Region_10,NRS18_ID_10843,2019,7/29/2019,1,BETB,64.9,Good,US1IDGM0002
2014221,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,ENCHYTRAEIDAE,3697,3,1,,,,Region_05,NRS18_MN_10020,,7/29/2019,2,BETB,26.97,,ACW00011604
2014222,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,STICTOCLADIUS,ORTHOCLADIINAE,5110,1,1,44.6340028407117,-69.74449431,SmallStreams,Region_01,NRS18_ME_10016,2019,7/28/2019,1,BETB,1.95,Poor,USC00175800
2014223,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,SWELTSA,SWELTSA,4332,6,1,,,,Region_08,NRS18_CO_RF007,,7/29/2019,1,BERW,48.58,,ACW00011604
2014224,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,DYTISCIDAE,3679,3,1,44.9387263994588,-69.32349831,SmallStreams,Region_01,NRS18_ME_10019,2019,7/29/2019,1,BERW,26.53,Poor,USC00171628
2014225,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,1,1,48.2668629551422,-96.09200371,LargeStreams,Region_05,NRS18_MN_10405,2019,7/29/2019,1,BETB,8.65,Poor,USC00215693
2014226,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,2,1,39.9280431971593,-87.42775738,RiversMajor,Region_05,NRS18_IN_10009,2019,7/29/2019,1,BETB,45.63,Good,US1INVR0004
2014227,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,1,0,42.097370698425,-101.1664842,LargeStreams,Region_07,NRS18_NE_10003,2019,7/29/2019,1,BERW,59.13,Good,US1Hook1800
2014228,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,POTAMYIA,POTAMYIA,4186,10,1,34.9709095063333,-96.22299622,RiversMajor,Region_06,NRS18_OK_10031,2019,7/29/2019,1,BERW,22.15,Poor,USC00341391
2014229,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENONEMA,STENONEMA,4313,1,1,37.2097047130063,-95.54539085,LargeStreams,Region_07,NRS18_KS_10012,2019,7/29/2019,1,BERW,38.63,Fair,USC00141478
2014230,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,5,1,46.8437301869243,-89.33006437,RiversMajor,Region_05,NRS18_MI_10024,2019,7/29/2019,1,BETB,48.3,Good,USC00206215
2014231,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,,CHLOROPERLIDAE,3583,2,0,41.4665764281135,-117.7079796,SmallStreams,Region_09,NRS18_NV_10192,2019,7/29/2019,1,BERW,57.27,Good,USR0000NMOR
2014232,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,TRAVERELLA,TRAVERELLA,4376,98,1,46.343236591348,-105.8018705,RiversOther,Region_08,NRS18_MT_10114,2019,7/26/2019,1,BERW,62.7,Good,US1MTCS0013
2014233,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,74,1,48.042507227241,-104.7702413,LargeStreams,Region_08,NRS18_MT_10108,2019,7/28/2019,1,BERW,25.68,Poor,USC00241164
2014234,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA,3678,39,1,47.0677987204753,-104.1518971,LargeStreams,Region_08,NRS18_MT_10589,2019,7/28/2019,1,BERW,55.7,Fair,USC00248957
2014235,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,UNIONICOLIDAE,NEUMANIA,NEUMANIA,4038,,,48.8794988216936,-104.922924,LargeStreams,Region_08,NRS18_MT_10593,2019,7/29/2019,1,BERW,31.33,Poor,US1MTSH0003
2014236,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,,,45.9935032640026,-110.7352828,LargeStreams,Region_08,NRS18_MT_10083,2019,7/29/2019,1,BERW,68.8,Good,USC00249018
2014237,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,CORBICULA,3612,,,40.0245409036337,-74.92162645,RiversOther,Region_02,NRS18_NJ_10016,2019,7/30/2019,1,BETB,10.27,Poor,US1NJBT0009
2014238,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,2,1,48.7030558341877,-94.33570175,RiversOther,Region_05,NRS18_MN_10017,2019,7/30/2019,1,BETB,21.05,Poor,USC00211426
2014239,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPUS,TANYPUS,4347,1,1,43.0447320078227,-88.80877493,RiversMajor,Region_05,NRS18_WI_10992,2019,7/30/2019,1,BETB,4.4,Poor,US1WIJF0017
