UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND
1004237,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,32.513841,-81.61018979,RiversMajor,Region_4,GAR9-0910,2014,8/6/2014,1,BETB,66.6,Good
1004238,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,NHRF-0004,2014,,1,BERW,,
1004239,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,8.0,1.0,31.07464,-87.08873,RiversOther,Region_4,ALRO-1023,2014,8/7/2014,1,BETB,58.0,Good
1004240,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,,,,,,,ILS9-0928,2014,,2,BERW,,
1004241,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,CAECIDOTEA,CAECIDOTEA,3540,1.0,1.0,43.10975481,-91.17645261,RiversMajor,Region_7,IAR9-0906,2014,8/7/2014,1,BETB,30.43,Fair
1004242,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,MSS9-0919,2014,,2,BERW,,
1004243,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,39.06637,-77.38957,RiversMajor,Region_3,MDR9-0901,2014,8/7/2014,1,BETB,31.48,Fair
1004244,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,43.09286,-91.17658,RiversMajor,Region_7,IARM-1002,2014,8/8/2014,1,BETB,22.13,Poor
1004245,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,2.0,1.0,40.07208,-97.24108,LargeStreams,Region_7,NES9-0935,2014,8/8/2014,1,BERW,59.75,Good
1004246,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,ACRONEURIA,3412,2.0,1.0,46.06435,-105.0682,RiversOther,Region_8,MTRO-1065,2014,8/7/2014,1,BETB,65.17,Good
1004247,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,42.94804,-99.44767,RiversOther,Region_7,NER9-0909,2014,8/6/2014,1,BERW,79.7,Good
1004248,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,36.40331,-84.0483,SmallStreams,Region_4,TNS9-0927,2014,8/6/2014,1,BERW,34.23,Fair
1004249,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,32.64696,-90.33467,SmallStreams,Region_4,MSS9-0912,2014,8/8/2014,1,BERW,38.17,Poor
1004250,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,36.12508,-83.18162,RiversOther,Region_4,TNR9-0905,2014,8/7/2014,1,BETB,39.53,Fair
1004251,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,35.67847,-84.89154,SmallStreams,Region_4,TNS9-0921,2014,8/8/2014,1,BERW,31.17,Fair
1004252,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,3.0,1.0,44.84403732,-113.8166768,SmallStreams,Region_10,IDS9-0925,2014,8/7/2014,1,BERW,18.4,Poor
1004253,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,45.60399,-113.9651,LargeStreams,Region_10,IDLS-1074,2014,8/8/2014,1,BERW,57.28,Good
1004254,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,AMIOCENTRUS,AMIOCENTRUS,3445,1.0,1.0,45.11921,-113.7782,RiversOther,Region_10,IDRO-1046,2014,8/5/2014,1,BERW,38.55,Fair
1004255,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,ATRACTIDES,ATRACTIDES,3490,1.0,1.0,45.13322891,-113.8008196,RiversOther,Region_10,IDR9-0912,2014,8/6/2014,1,BERW,32.22,Poor
1004256,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,41.40065,-71.7311,RiversOther,Region_1,RIRO-1002,2014,8/10/2014,1,BETB,36.37,Poor
1004257,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,RIR9-0902,2014,,2,BETB,,
1004258,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,42.45575,-72.88497,LargeStreams,Region_1,MAS9-0915,2014,8/11/2014,1,BERW,73.9,Good
1004259,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ANACAENA,ANACAENA,3453,,,43.36601,-111.4188,LargeStreams,Region_10,IDLS-1083,2014,8/8/2014,1,BERW,41.45,Fair
1004260,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,,,42.81658,-111.5148,RiversOther,Region_10,IDRO-1051,2014,8/11/2014,1,BERW,62.42,Good
1004261,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,AGRAYLEA,AGRAYLEA,3425,1.0,1.0,43.12051,-111.9117,RiversOther,Region_10,IDRO-1055,2014,8/10/2014,1,BETB,69.17,Good
1004262,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,APATANIA,APATANIA,3466,9.0,1.0,,,,,IDRF-0102,2014,,1,BETB,,
1004263,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,4.0,1.0,,,,,MTRF-0115,2014,,1,BETB,,
1004264,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,AMIOCENTRUS,AMIOCENTRUS,3445,1.0,1.0,,,,,MTRF-0110,2014,,1,BERW,,
1004265,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,17.0,1.0,,,,,MTRF-0116,2014,,1,BETB,,
1004266,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,1.0,1.0,42.82805,-91.37593,RiversOther,Region_7,IARO-1014,2014,8/11/2014,1,BETB,27.1,Fair
1004267,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,AXARUS,AXARUS,3498,2.0,1.0,33.87103,-95.43251,RiversMajor,Region_6,OKRM-1020,2014,8/11/2014,1,BETB,38.72,Poor
1004268,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,AMBRYSUS,AMBRYSUS,3438,11.0,1.0,,,,,CAR9-0901,2014,,2,BETB,,
1004269,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,3.0,1.0,36.43374,-83.12249,LargeStreams,Region_4,TNLS-1032,2014,8/10/2014,1,BERW,53.58,Good
1004270,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,35.8291,-83.48464,SmallStreams,Region_4,TNS9-0922,2014,8/11/2014,1,BERW,44.83,Fair
1004271,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,AMERICOROPHIUM,AMERICOROPHIUM,3442,,,43.65161,-123.9032,RiversMajor,Region_10,ORRM-1007,2014,8/11/2014,1,BETB,7.15,Poor
1004272,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,2.0,1.0,32.08681,-90.94759,RiversMajor,Region_4,MSR9-0904,2014,8/11/2014,1,BETB,14.05,Poor
1004273,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,DER9-0901,2014,,2,BETB,,
1004274,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ANCYRONYX,ANCYRONYX,3459,1.0,1.0,,,,,CTR9-0901,2014,,2,BETB,,
1004275,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,6.0,1.0,,,,,CTR9-0906,2014,,2,BETB,,
1004276,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,43.47283,-92.28034,LargeStreams,Region_7,IALS-1049,2014,8/12/2014,1,BETB,16.75,Poor
1004277,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CALLIBAETIS,CALLIBAETIS,3544,1.0,1.0,34.1366,-94.68233,RiversOther,Region_6,OKRO-1103,2014,8/12/2014,1,BETB,26.22,Poor
1004278,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,10.0,1.0,31.85906,-99.20214,LargeStreams,Region_6,TXLS-1134,2014,8/12/2014,1,BETB,30.78,Fair
1004279,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,WIRF-0014,2014,,1,BERW,,
1004280,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,38.45178,-87.598,RiversOther,Region_5,INR9-0904,2014,8/12/2014,1,BETB,30.18,Fair
1004281,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,46.02672,-101.3583,LargeStreams,Region_8,NDLS-1063,2014,8/12/2014,1,BERW,31.05,Poor
1004282,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,45.69451,-101.6259,RiversMajor,Region_8,SDRM-1022,2014,8/11/2014,1,BERW,65.37,Good
1004283,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,38.39533,-77.95542,SmallStreams,Region_3,VAS9-0915,2014,8/11/2014,1,BERW,16.15,Poor
1004284,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,,AESHNIDAE,3418,1.0,1.0,37.49176,-78.75646,SmallStreams,Region_3,VAS9-0917,2014,8/12/2014,1,BERW,53.1,Good
1004285,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,41.84331069,-122.8997348,RiversMajor,Region_9,CAR9-0913,2014,8/12/2014,1,BETB,21.2,Poor
1004286,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,41.53926057,-123.5267321,RiversMajor,Region_9,CAR9-0906,2014,8/12/2014,1,BETB,19.37,Poor
1004287,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,42.59489,-103.9548,SmallStreams,Region_7,NESS-1138,2014,8/12/2014,1,BERW,30.27,Fair
1004288,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,AMERCAENIS,AMERCAENIS,3440,,,,,,,SDS9-0945,2014,,2,BERW,,
1004289,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,45.84305,-88.14312,RiversOther,Region_5,WIRO-1040,2014,8/12/2014,1,BETB,29.22,Fair
1004290,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,AMERICOROPHIUM,AMERICOROPHIUM,3442,1.0,1.0,43.12125,-124.1794,RiversOther,Region_10,ORRO-1049,2014,8/12/2014,1,BETB,4.77,Poor
1004291,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,WVS9-0923,2014,,2,BERW,,
1004292,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,3.0,1.0,48.69315,-112.5083,RiversOther,Region_8,MTRO-1068,2014,8/12/2014,1,BERW,92.8,Good
1004293,ARTHROPODA,ARACHNIDA,,,,ARACHNIDA,3472,2.0,0.0,41.23328,-105.2929,SmallStreams,Region_8,WYSS-1206,2014,8/12/2014,1,BERW,8.4,Poor
1004294,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,47.57364,-123.5832,LargeStreams,Region_10,WALS-1068,2014,8/12/2014,1,BERW,52.37,Good
1004295,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,INR9-0901,2014,,2,BETB,,
1004296,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,43.34031,-91.83877,LargeStreams,Region_7,IALS-1054,2014,8/13/2014,1,BETB,12.28,Poor
1004297,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,8.0,1.0,,,,,MTS9-0922,2014,,2,BERW,,
1004298,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,1.0,1.0,47.83706,-114.7377,SmallStreams,Region_8,MTS9-0926,2014,8/12/2014,1,BERW,57.43,Good
1004300,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,39.80494,-79.32561,RiversOther,Region_3,PARO-1051,2014,8/13/2014,1,BERW,74.6,Good
1004301,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,4.0,1.0,41.97347,-110.7556,SmallStreams,Region_8,WYSS-1210,2014,8/13/2014,1,BERW,16.8,Poor
1004302,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,4.0,1.0,46.53201,-123.827,SmallStreams,Region_10,WAS9-0927,2014,8/13/2014,1,BERW,66.9,Good
1004303,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,42.46828,-124.3453,RiversMajor,Region_10,ORRM-1004,2014,8/13/2014,1,BETB,19.6,Poor
1004304,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,1.0,1.0,32.11672,-90.87777,RiversMajor,Region_4,MSRM-1003,2014,8/13/2014,1,BETB,29.15,Poor
1004305,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,AGABUS,AGABUS,3420,,,,,,,WYS9-0938,2014,,2,BERW,,
1004306,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,48.43206,-113.1133,SmallStreams,Region_8,MTSS-1326,2014,8/13/2014,1,BERW,76.2,Good
1004307,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,AMERCAENIS,AMERCAENIS,3440,2.0,1.0,41.54085,-102.716,RiversMajor,Region_7,NER9-0915,2014,8/13/2014,1,BERW,56.57,Good
1004308,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,42.65448,-72.46514,RiversMajor,Region_1,MARM-1001,2014,8/12/2014,1,BETB,7.18,Poor
1004309,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,31.49402,-99.60394,RiversMajor,Region_6,TXRM-1020,2014,8/13/2014,1,BETB,41.05,Good
1004310,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,2.0,0.0,46.45441,-120.4151,SmallStreams,Region_10,WASS-1139,2014,8/12/2014,1,BERW,30.48,Poor
1004311,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHAETOCLADIUS,CHAETOCLADIUS,3571,1.0,1.0,46.51068,-90.7087,SmallStreams,Region_5,WISS-1163,2014,8/11/2014,1,BERW,18.13,Poor
1004312,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,4.0,1.0,,,,,INR9-0902,2014,,2,BETB,,
1004313,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,WIRF-0007,2014,,1,BERW,,
1004314,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4.0,1.0,41.96179,-70.91978,RiversOther,Region_1,MAR9-0901,2014,8/14/2014,1,BETB,15.1,Poor
1004321,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,,,46.52706,-120.7843,LargeStreams,Region_10,WAS9-0917,2014,8/14/2014,1,BERW,87.63,Good
1004322,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,41.31138,-74.79188,RiversMajor,Region_2,NJRM-1002,2014,8/14/2014,1,BETB,56.27,Good
1004324,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,42.57836,-72.56958,RiversMajor,Region_1,MAR9-0903,2014,8/13/2014,1,BETB,32.38,Poor
1004325,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CENTROPTILUM,CENTROPTILUM,3564,1.0,1.0,42.35176,-72.62634,RiversMajor,Region_1,MARM-1002,2014,8/14/2014,1,BETB,8.25,Poor
1004327,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ANACAENA,ANACAENA,3453,1.0,1.0,41.02435,-98.06696,RiversMajor,Region_7,NER9-0916,2014,8/14/2014,1,BERW,14.42,Poor
1004328,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,30.67963,-99.02699,RiversOther,Region_6,TXRO-1085,2014,8/14/2014,1,BERW,41.45,Good
1004329,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,3.0,1.0,36.61352,-80.71126,LargeStreams,Region_3,VAS9-0916,2014,8/14/2014,1,BERW,50.97,Good
1004330,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,32.84498,-89.99038,RiversMajor,Region_4,MSRM-1001,2014,8/14/2014,1,BETB,61.68,Good
1004331,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,ALLOMYIA,ALLOMYIA,3433,1.0,1.0,42.77052,-109.257,SmallStreams,Region_8,WYSS-1204,2014,8/14/2014,1,BERW,43.98,Fair
1004332,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNA,AESHNA,3417,1.0,1.0,41.7107,-71.05982,SmallStreams,Region_1,MASS-1076,2014,8/15/2014,1,BERW,11.43,Poor
1004333,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,44.47897,-109.383,RiversOther,Region_8,WYR9-0903,2014,8/15/2014,1,BETB,73.27,Good
1004334,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,,,,,,,MTLS-1189,2014,,1,BERW,,
1004335,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ANCYRONYX,ANCYRONYX,3459,1.0,1.0,36.58865,-85.50778,RiversMajor,Region_4,TNRM-1004,2014,8/15/2014,1,BETB,23.65,Poor
1004336,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,31.64202,-91.7872,RiversOther,Region_6,LARO-1022,2014,8/15/2014,1,BETB,26.13,Poor
1004337,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,42.65102,-71.3109,RiversMajor,Region_1,MARM-1003,2014,8/17/2014,1,BETB,17.77,Poor
1004338,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,43.49894,-70.48889,RiversOther,Region_1,MERO-1025,2014,8/15/2014,1,BETB,23.13,Poor
1004339,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,1.0,0.0,33.43219,-91.12303,RiversOther,Region_4,MSRO-1022,2014,8/16/2014,1,BETB,23.62,Poor
1004340,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,34.66684,-90.21998,RiversOther,Region_4,MSRO-1019,2014,8/17/2014,1,BETB,61.07,Good
1004341,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,NDRF-0008,2014,,1,BERW,,
1004342,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,41.78270426,-71.89588062,RiversOther,Region_1,CTR9-0902,2014,8/17/2014,1,BETB,51.15,Fair
1004343,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,,,,,,,MTRF-0103,2014,,1,BETB,,
1004344,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,2.0,1.0,,,,,IDS9-0920,2014,,2,BERW,,
1004345,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,2.0,1.0,42.17904009,-114.2219629,SmallStreams,Region_10,IDS9-0921,2014,8/12/2014,1,BERW,45.62,Fair
1004346,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,2.0,1.0,40.41867,-87.52563,SmallStreams,Region_5,INSS-1095,2014,8/18/2014,1,BERW,41.1,Good
1004347,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,6.0,1.0,43.96688,-98.98078,RiversOther,Region_8,SDRO-1071,2014,8/13/2014,1,BERW,28.08,Poor
1004348,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ANCYRONYX,ANCYRONYX,3459,1.0,1.0,,,,,RIR9-0901,2014,,2,BETB,,
1004349,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,41.9159,-71.41315,RiversOther,Region_1,RIRO-1003,2014,8/18/2014,1,BETB,21.32,Poor
1004350,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,AMBRYSUS,AMBRYSUS,3438,4.0,1.0,40.51054,-124.1486,RiversMajor,Region_9,CARM-1012,2014,8/18/2014,1,BETB,14.88,Poor
1004351,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE,AGAPETUS,AGAPETUS,3421,1.0,1.0,45.3917,-109.6788,LargeStreams,Region_8,MTLS-1138,2014,8/18/2014,1,BERW,93.68,Good
1004352,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,,,,,ORR9-0905,2014,,2,BETB,,
1004353,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,8.0,1.0,43.93064,-86.02687,LargeStreams,Region_5,MIS9-0926,2014,8/18/2014,1,BETB,56.92,Good
1004354,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,5.0,1.0,43.32469,-100.8835,RiversOther,Region_8,SDRO-1078,2014,8/18/2014,1,BERW,78.62,Good
1004355,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,37.05595,-80.29943,SmallStreams,Region_3,VAS9-0918,2014,8/18/2014,1,BERW,16.33,Poor
1004356,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,3.0,1.0,,,,,WYRF-0102,2014,,1,BERW,,
1004357,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,31.0,1.0,44.79068,-109.7995,SmallStreams,Region_8,WYSS-1213,2014,8/17/2014,1,BERW,48.98,Fair
1004358,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,TNS9-0920,2014,,2,BERW,,
1004359,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,ATRICHOPOGON,ATRICHOPOGON,3491,1.0,1.0,41.21068,-98.11082,RiversOther,Region_7,NERO-1046,2014,8/15/2014,1,BERW,22.15,Fair
1004360,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,AGNETINA,AGNETINA,3424,,,36.26538,-82.31631,LargeStreams,Region_4,TNLS-1031,2014,8/13/2014,1,BERW,40.03,Fair
1004361,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,6.0,1.0,36.07871,-82.5009,SmallStreams,Region_4,TNSS-1073,2014,8/12/2014,1,BERW,70.08,Good
1004362,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,40.71213,-86.85061,LargeStreams,Region_5,INS9-0927,2014,8/19/2014,1,BERW,76.48,Good
1004363,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,45.59732,-109.3116,RiversOther,Region_8,MTR9-0917,2014,8/19/2014,1,BETB,76.53,Good
1004364,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,42.03199,-71.6083,LargeStreams,Region_1,MALS-1041,2014,8/19/2014,1,BETB,47.28,Fair
1004365,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,38.70236,-75.4707,LargeStreams,Region_3,DELS-1033,2014,8/18/2014,1,BERW,60.87,Good
1004366,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,12.0,1.0,30.96199996,-84.55846955,RiversMajor,Region_4,GAR9-0913,2014,8/19/2014,1,BETB,45.68,Fair
